trip_id,weekday,serves_beer,body_weight,segment
0,3,False,30.003583533287173,2.0
0,3,False,39.46702856298503,2.0
0,3,False,69.59307337782433,1.0
0,3,False,,2.0
0,3,False,24.602952660839485,2.0
0,3,False,73.05106520662186,1.0
0,3,False,84.18568963163025,1.0
0,3,False,65.34242403179432,1.0
0,3,False,55.11950568081983,2.0
0,3,False,56.76636589731183,2.0
0,3,False,85.16480415265964,1.0
0,3,False,95.29041093264175,1.0
0,3,False,43.7328621949043,2.0
0,3,False,47.87531407954512,2.0
0,3,False,88.85997861647412,0.0
0,3,False,34.33643095883176,2.0
0,3,False,31.7331454331406,2.0
0,3,False,86.67801758999089,0.0
0,3,False,56.71780158103887,2.0
0,3,False,63.5049696280359,2.0
0,3,False,41.08852102355392,2.0
0,3,False,71.95339684661037,1.0
0,3,False,,
0,3,False,49.33166560794525,2.0
0,3,False,61.1316520929991,1.0
0,3,False,59.117985520782916,2.0
0,3,False,73.65879574958831,1.0
0,3,False,43.12551137979206,2.0
0,3,False,32.68450776294816,2.0
0,3,False,59.97061494444327,2.0
0,3,False,,
0,3,False,46.8923225788654,2.0
0,3,False,83.31308145195825,1.0
0,3,False,44.997023773933975,2.0
0,3,False,32.360775591415646,2.0
0,3,False,58.913944131708305,1.0
0,3,False,47.25064548762332,2.0
0,3,False,75.70525173211063,1.0
0,3,False,37.268753289832254,2.0
0,3,False,47.65764913329463,2.0
0,3,False,83.96827077979921,1.0
0,3,False,33.85273139961468,2.0
0,3,False,44.99852857152942,2.0
0,3,False,52.474868335860364,2.0
0,3,False,70.51999841435125,0.0
0,3,False,50.9540288726071,2.0
0,3,False,35.59409272717835,2.0
0,3,False,59.562346260184384,2.0
0,3,False,59.661705423665786,2.0
0,3,False,59.6967157711872,2.0
0,3,False,43.60978919817444,2.0
0,3,False,64.12949433618405,1.0
0,3,False,78.75820853781799,1.0
0,3,False,39.80234264110002,2.0
0,3,False,87.69968738715329,1.0
0,3,False,43.15304646664584,2.0
0,3,False,90.44939108816058,0.0
0,3,False,58.6730803861393,2.0
0,3,False,26.444646170728813,2.0
0,3,False,41.14092531571951,2.0
0,3,False,41.618874663226165,2.0
0,3,False,74.15084393575574,1.0
0,3,False,39.14866868013635,2.0
0,3,False,54.12185860382998,2.0
0,3,False,103.21957393664958,0.0
0,3,False,95.06345031997736,1.0
0,3,False,32.32460478121484,2.0
0,3,False,46.288765787483236,2.0
0,3,False,,
0,3,False,60.72414329452114,2.0
0,3,False,81.03546863280432,1.0
0,3,False,31.0147933309008,2.0
0,3,False,58.82086518323791,2.0
0,3,False,54.54709103487686,2.0
0,3,False,51.79250634952099,2.0
0,3,False,34.57390734725934,2.0
0,3,False,59.52569297909961,2.0
0,3,False,84.50060223563153,1.0
0,3,False,41.11309271467468,2.0
0,3,False,83.87368205619865,1.0
0,3,False,49.97076460220327,2.0
0,3,False,68.841546967629,2.0
0,3,False,,
0,3,False,105.89712013791556,0.0
0,3,False,43.968531585094865,2.0
0,3,False,81.8618515470192,1.0
0,3,False,64.08039184581473,2.0
0,3,False,44.00212375655685,2.0
0,3,False,48.13344265447378,2.0
0,3,False,,
0,3,False,84.01168861520934,1.0
0,3,False,46.087596122732336,2.0
0,3,False,47.953837133626756,2.0
0,3,False,65.6379789355874,1.0
0,3,False,41.41697974170749,2.0
0,3,False,84.16746548456437,1.0
0,3,False,51.42774259971222,1.0
0,3,False,73.12107389409685,1.0
0,3,False,79.39886511788268,1.0
0,3,False,40.96135710551095,2.0
0,3,False,53.48692118153981,2.0
0,3,False,52.90806825377387,2.0
0,3,False,50.66900621535553,2.0
0,3,False,29.35332268498687,2.0
0,3,False,93.9381725419432,0.0
0,3,False,38.64408565193669,2.0
0,3,False,,
0,3,False,38.2074508764533,2.0
0,3,False,54.36882818195008,2.0
0,3,False,47.01940472637242,2.0
0,3,False,54.37891861205811,2.0
0,3,False,35.84614190993023,2.0
0,3,False,48.538623839859866,2.0
0,3,False,78.17113829826036,1.0
0,3,False,71.21072365114162,1.0
0,3,False,39.3219554289546,2.0
0,3,False,46.58005510484839,2.0
0,3,False,47.015970723914265,2.0
0,3,False,,2.0
0,3,False,50.23849265527904,2.0
0,3,False,42.250478120052044,2.0
0,3,False,86.10989338855644,2.0
0,3,False,78.7704432279128,1.0
0,3,False,76.09353678454559,1.0
0,3,False,48.153553713087994,2.0
0,3,False,35.981290822225596,2.0
0,3,False,49.41894861161475,2.0
0,3,False,47.99064590943733,2.0
0,3,False,77.76904748304635,1.0
0,3,False,26.875688040870006,2.0
0,3,False,67.74126693719892,1.0
0,3,False,79.28302796693187,0.0
0,3,False,44.116110358605304,2.0
0,3,False,44.43165616550394,2.0
0,3,False,88.41669291398726,1.0
0,3,False,,
0,3,False,28.904917463300656,2.0
0,3,False,43.5986646379691,2.0
0,3,False,49.98331172120355,2.0
0,3,False,40.605280789728525,2.0
0,3,False,39.93332723443291,2.0
0,3,False,56.43130558596902,2.0
0,3,False,71.08500713430765,1.0
0,3,False,59.39963936244926,2.0
0,3,False,66.91864643514137,1.0
0,3,False,47.82630317896009,2.0
0,3,False,37.640311305894144,2.0
0,3,False,46.116404218437054,2.0
0,3,False,48.78282619001591,2.0
0,3,False,92.317105724965,2.0
0,3,False,46.03197318511216,2.0
0,3,False,,2.0
0,3,False,49.63796878737217,2.0
0,3,False,42.15964682617777,2.0
0,3,False,67.33438356830212,1.0
0,3,False,,2.0
0,3,False,28.16403248466443,2.0
0,3,False,39.68961006311805,2.0
0,3,False,40.769890150265475,2.0
0,3,False,33.796167419995584,2.0
0,3,False,82.80399264090863,1.0
0,3,False,49.27081214478555,2.0
0,3,False,87.32836100201806,0.0
0,3,False,85.76265521199096,2.0
0,3,False,64.74495210931684,2.0
0,3,False,90.35290315592707,1.0
0,3,False,30.928661217879863,2.0
0,3,False,59.690998806176765,2.0
0,3,False,38.88375147762634,2.0
0,3,False,58.99983450350245,2.0
0,3,False,90.4825990709252,1.0
0,3,False,,1.0
0,3,False,86.16042117640865,1.0
0,3,False,32.725188012519304,2.0
0,3,False,55.201296894975,2.0
0,3,False,73.82958230243196,1.0
0,3,False,49.08949218546588,2.0
0,3,False,84.10991642918653,1.0
0,3,False,53.584975713463024,2.0
0,3,False,37.56701048508659,2.0
1,0,False,64.32152756745188,1.0
1,0,False,56.11295672159735,2.0
1,0,False,48.2683934731512,2.0
1,0,False,88.60253962546918,0.0
1,0,False,62.28819273321231,2.0
1,0,False,,1.0
1,0,False,,2.0
1,0,False,52.43658112025028,2.0
1,0,False,,1.0
1,0,False,89.20211859129068,2.0
1,0,False,84.10991642918653,1.0
1,0,False,,2.0
1,0,False,41.92159644155936,2.0
1,0,False,59.951718985322394,1.0
1,0,False,32.78641063818488,2.0
1,0,False,73.91694023144441,1.0
1,0,False,58.99983450350245,2.0
1,0,False,55.541523618734104,2.0
1,0,False,32.32460478121484,2.0
1,0,False,38.97457072669356,2.0
1,0,False,108.27863874619185,0.0
1,0,False,,
1,0,False,61.576754368917136,2.0
1,0,False,38.78549986307675,2.0
1,0,False,,2.0
1,0,False,,
1,0,False,46.03197318511216,2.0
1,0,False,46.58005510484839,2.0
1,0,False,71.32448600129122,1.0
1,0,False,77.85782904622907,1.0
1,0,False,35.23108856194361,2.0
1,0,False,89.40686578937945,2.0
1,0,False,51.268127802535254,2.0
1,0,False,41.73093471752314,2.0
1,0,False,80.78350210765839,1.0
1,0,False,55.93944486522373,1.0
1,0,False,82.83848481501137,1.0
1,0,False,59.661705423665786,2.0
1,0,False,43.465858286745316,2.0
1,0,False,48.401455972899846,2.0
1,0,False,,
1,0,False,,
1,0,False,89.37155986645391,0.0
